,AST1,Gtp1,weight1,gender1,height1,relaxation1,hearing (left)1,serum creatinine1,tartar1,LDL1,hemoglobin1,eyesight (left)1,fasting blood sugar1,eyesight (right)1,triglyceride1,urine protein1,waist1,dental caries1,Cholesterol1,HDL1,hearing (right)1,systolic1,Age1,ALT1
0,2.732142857142857,3.0588235294117645,2.1544117647058822,2.162962962962963,2.35,3.09375,3.148148148148148,2.6153846153846154,2.765432098765432,2.419642857142857,2.125,2.8035714285714284,2.375,2.65625,2.5,2.551470588235294,2.1826923076923075,1.9682539682539684,2.1776315789473686,3.2,3.138888888888889,2.3823529411764706,1.8846153846153846,3.1953125
