,PaperlessBilling2,PaymentMethod2,Dependents2,MultipleLines2,TotalCharges2,PhoneService2,DeviceProtection2,MonthlyCharges2,SeniorCitizen2,OnlineBackup2,TechSupport2,StreamingMovies2,OnlineSecurity2,Contract2,InternetService2,Partner2,gender2,StreamingTV2,tenure2
0,1.9259259259259258,1.7521367521367521,2.2905982905982905,2.1296296296296298,1.9285714285714286,1.972222222222222,2.4444444444444446,1.7166666666666666,2.5288461538461537,2.3434343434343434,2.0,2.037037037037037,2.1,1.696969696969697,2.3209876543209877,2.8803418803418803,2.2735042735042734,1.925925925925926,2.6458333333333335
